iter	Logloss
486	0.3225527713
487	0.3223474883
488	0.3223350086
489	0.3223175328
490	0.3222865956
491	0.3221929567
492	0.3221617106
493	0.3221391472
494	0.3221384646
495	0.3220622836
496	0.3220157651
497	0.3220097456
498	0.3219536783
499	0.3219534133
500	0.3219400183
501	0.3218461738
502	0.3216766697
503	0.3216359008
504	0.3215455697
505	0.3215279874
506	0.3215278859
507	0.3214410894
508	0.3213863769
509	0.321180614
510	0.3209811452
511	0.3208494425
512	0.3208006126
513	0.3207594582
514	0.3206590927
515	0.3205332921
516	0.3204791578
517	0.3202808083
518	0.3202606879
519	0.3202485373
520	0.3201520422
521	0.3197579568
522	0.3196713013
523	0.3196053765
524	0.319557891
525	0.3195431619
526	0.3194148907
527	0.3193720998
528	0.3192979457
529	0.3192913871
530	0.3189903297
531	0.3189404282
532	0.3188744541
533	0.3186623713
534	0.3186580553
535	0.318644929
536	0.3182836047
537	0.3181516584
538	0.3179741218
539	0.3179433776
540	0.3178635093
541	0.3178342826
542	0.3178280913
543	0.3174219104
544	0.3174117701
545	0.3173854114
546	0.3171267093
547	0.3168173538
548	0.3166670536
549	0.3165755957
550	0.316534238
551	0.3165043816
552	0.3164708805
553	0.3163742641
554	0.316332863
555	0.3162449368
556	0.3161676875
557	0.3160660144
558	0.3158421162
559	0.315820305
560	0.3157921536
561	0.3155168856
562	0.3151776094
563	0.3151728203
564	0.3151559934
565	0.3149456451
566	0.314802471
567	0.3147370068
568	0.3146736928
569	0.3145075012
570	0.3139364037
571	0.3136519265
572	0.3135515966
573	0.3135278672
574	0.3134351571
575	0.3131780531
576	0.3128692639
577	0.3128584403
578	0.3128517175
579	0.3126403992
580	0.3124345027
581	0.3124039236
582	0.3120496136
583	0.3120150689
584	0.3119938041
585	0.3119715206
586	0.3116820343
587	0.3116213551
588	0.3115912806
589	0.3113827542
590	0.3112559376
591	0.3112388737
592	0.3112163838
593	0.3112016101
594	0.3109695643
595	0.3109363533
596	0.310906861
597	0.3108418363
598	0.3103300085
599	0.3102631732
600	0.3101520429
601	0.3099642698
602	0.3099504154
603	0.3099497869
604	0.3096658051
605	0.3094868253
606	0.3094406371
607	0.3094182654
608	0.3092959613
609	0.3091028281
610	0.3090823679
611	0.3090396325
612	0.3087998514
613	0.3085743585
614	0.3084560814
615	0.3083675062
616	0.3081989
617	0.3079877491
618	0.3079668685
619	0.3079612666
620	0.30794287
621	0.3078100381
622	0.3077441558
623	0.3077181223
624	0.3074454787
625	0.3074329939
626	0.3071537438
627	0.3069204717
628	0.3069070393
629	0.3069035096
630	0.3068699697
631	0.3068091518
632	0.3067143826
633	0.3067135161
634	0.3067083315
635	0.3065996701
636	0.3065600847
637	0.306492667
638	0.3064468679
639	0.3063168723
640	0.3062769055
641	0.3062423833
642	0.3060903194
643	0.3060851438
644	0.3059805855
645	0.3059233547
646	0.3058791812
647	0.3058242752
648	0.3057926349
649	0.3057871244
650	0.3057611527
651	0.3057167764
652	0.305654265
653	0.3055582083
654	0.3054418092
655	0.305204856
656	0.3050497801
657	0.3048199477
658	0.3046394203
659	0.3046337222
660	0.3042920674
661	0.304245955
662	0.3040886305
663	0.3034316134
664	0.3032754699
665	0.3032435096
666	0.3030478405
667	0.3028452122
668	0.3025762692
669	0.3025336732
670	0.3024489604
671	0.302357343
672	0.3022753875
673	0.3021709019
674	0.3021541696
675	0.3021342589
676	0.3021242319
677	0.3020953007
678	0.3020537042
679	0.3020483288
680	0.3016019867
681	0.301569375
682	0.3014012224
683	0.3013354117
684	0.3013018189
685	0.3012674966
686	0.301236167
687	0.3011448922
688	0.3009337021
689	0.3007922289
690	0.3005733305
691	0.300338858
692	0.3001780654
693	0.3001679443
694	0.3001607111
695	0.3000023584
696	0.2997452227
697	0.2995809432
698	0.2994584343
699	0.299450319
700	0.2994057785
701	0.2992975904
702	0.2990373766
703	0.2989864915
704	0.2989772744
705	0.2989122595
706	0.2988182907
707	0.2986079194
708	0.2984249562
709	0.2984146477
710	0.2983259896
711	0.2977041541
712	0.2976861459
713	0.2976621504
714	0.2976268288
715	0.2974568932
716	0.2974000942
717	0.2972950481
718	0.2972734114
719	0.2971400488
720	0.2971384212
721	0.2971353954
722	0.2971117249
723	0.2970649539
724	0.2970112203
725	0.2969842487
726	0.2968996328
727	0.2967354635
728	0.2966759149
729	0.2966532198
730	0.2966177064
731	0.296314294
732	0.2961821711
733	0.2961703824
734	0.2960829185
735	0.2960772292
736	0.2959535217
737	0.2959348538
738	0.2958809425
739	0.2958368739
740	0.2957900697
741	0.2957559202
742	0.2955310135
743	0.2954831331
744	0.2954762681
745	0.2954756472
746	0.2954176694
747	0.2951684071
748	0.2950519579
749	0.2949263473
750	0.2948251729
751	0.2946087227
752	0.2945570221
753	0.2944818355
754	0.2940855949
755	0.2940055756
756	0.293954314
757	0.2938670752
758	0.2936556346
759	0.2935547333
760	0.2935266621
761	0.293512184
762	0.2934771467
763	0.2934744114
764	0.2931622643
765	0.2928094112
766	0.2927990254
767	0.292785472
768	0.2927739563
769	0.2927604407
770	0.2927506453
771	0.2925459873
772	0.292540781
773	0.2921691847
774	0.2920891812
775	0.2920858881
776	0.2920718092
777	0.2919955129
778	0.2916798892
779	0.2916216387
780	0.2916204123
781	0.2915826105
782	0.291575719
783	0.2915436679
784	0.2914857466
785	0.2914106141
786	0.2911322886
787	0.2910678156
788	0.291040406
789	0.2909992421
790	0.2909922316
791	0.2908085183
792	0.2907460492
793	0.2906527151
794	0.2906289049
795	0.2905884502
796	0.2905296451
797	0.2903447565
798	0.2902909753
799	0.2901678056
800	0.2901176064
801	0.289900065
802	0.2895902082
803	0.2893556683
804	0.2892845402
805	0.2892584046
806	0.2891021766
807	0.2890938079
808	0.2890031253
809	0.2889184577
810	0.2888286189
811	0.288732311
812	0.2885313834
813	0.2884904362
814	0.2884103402
815	0.2883461278
816	0.2882375927
817	0.2880974709
818	0.2880893817
819	0.2879845706
820	0.2879606363
821	0.2879252642
822	0.2879232566
823	0.2878775059
824	0.2878613646
825	0.2877863594
826	0.2877345935
827	0.2877186131
828	0.2877052154
829	0.2876539277
830	0.2876134752
831	0.2875964177
832	0.2875676472
833	0.2875507139
834	0.2874882683
835	0.287413826
836	0.2873203726
837	0.2872713864
838	0.2872516266
839	0.2872133019
840	0.2872083605
841	0.2871915622
842	0.2871632439
843	0.2869863956
844	0.2869693976
845	0.286849287
846	0.2866502842
847	0.2863376804
848	0.2862378682
849	0.2862071563
850	0.2861551364
851	0.286029309
852	0.2859816145
853	0.2859391931
854	0.2858340621
855	0.2857991702
856	0.285734021
857	0.2856715585
858	0.2855254948
859	0.2854139464
860	0.2853250874
861	0.2853027804
862	0.2851879968
863	0.2851782861
864	0.2851083714
865	0.2850077015
866	0.2848893345
867	0.2848764031
868	0.284685345
869	0.2846466138
870	0.2845972332
871	0.2845737813
872	0.284447427
873	0.2843586745
874	0.2843516653
875	0.28433714
876	0.2842364058
877	0.2842076715
878	0.2839629674
879	0.2838569881
880	0.2835205079
881	0.2834669753
882	0.2834499722
883	0.2834362207
884	0.2832717314
885	0.2831358887
886	0.2829468868
887	0.2829098288
888	0.2826738882
889	0.2825620532
890	0.2823251283
891	0.2822743076
892	0.2822571875
893	0.2820969624
894	0.2819753488
895	0.281839501
896	0.2816502585
897	0.281632565
898	0.2816254578
899	0.2815265214
900	0.2815160749
901	0.2813815097
902	0.281347148
903	0.2812750006
904	0.2811797335
905	0.2810988382
906	0.2810500602
907	0.2807150143
908	0.2807104811
909	0.2806442673
910	0.2804983004
911	0.280482804
912	0.2804408656
913	0.2804286363
914	0.2803588524
915	0.2803540806
916	0.2801725877
917	0.2800828566
918	0.2799222447
919	0.2798861947
920	0.27968384
921	0.27966494
922	0.2796476028
923	0.279604969
924	0.2795974927
925	0.2794470196
926	0.2794240102
927	0.2794192957
928	0.2794018825
929	0.2791842315
930	0.2791457317
931	0.279130478
932	0.2790548651
933	0.2789888204
934	0.2789847265
935	0.2789092501
936	0.278762153
937	0.2787287705
938	0.2785899412
939	0.2785873227
940	0.2784343587
941	0.2783407031
942	0.2783085032
943	0.2782052701
944	0.2781765653
945	0.2780252703
946	0.2779484949
947	0.2779475554
948	0.2778305086
949	0.2777482559
950	0.2775606837
951	0.2775412725
952	0.2775116145
953	0.2774661477
954	0.277456404
955	0.277361012
956	0.2770446175
957	0.2770105522
958	0.2768468512
959	0.2765875778
960	0.2765764106
961	0.2765524059
962	0.2763956381
963	0.2761340549
964	0.2761135021
965	0.2759164244
966	0.275863342
967	0.2755343596
968	0.2755020251
969	0.2754962372
970	0.2753127785
971	0.2751558997
972	0.274993819
973	0.274899202
974	0.274790387
975	0.2746223493
976	0.2746105698
977	0.2745421971
978	0.2744755509
979	0.2743683236
980	0.274295663
981	0.2742932331
982	0.2740729492
983	0.2740720266
984	0.2740678213
985	0.2739914054
986	0.2739855967
987	0.2739528073
988	0.2739187203
989	0.2736565552
990	0.2735783467
991	0.2734237118
992	0.2733802941
993	0.2733738758
994	0.273193574
995	0.2731793261
996	0.2729854223
997	0.2729587744
998	0.2728887812
999	0.272884323
